Symbol,Name, LastSale , MarketCap ,IPOyear,Sector,Industry,StockUrl
ANGI,ANGI Homeservices Inc.,$13.89 , $6.64B ,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",$16.21 , $595.64M ,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
ANIP,"ANI Pharmaceuticals, Inc.",$58.51 , $681.87M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,$57.24 , $839.24M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
ANSS,"ANSYS, Inc.",$154.20 , $13.09B ,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss
ATRS,"Antares Pharma, Inc.",$2.01 , $314.92M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs
ANTH,"Anthera Pharmaceuticals, Inc.",$1.62 , $34.79M ,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anth
APLS,"Apellis Pharmaceuticals, Inc.",$14.70 , $739.91M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls
APOG,"Apogee Enterprises, Inc.",$42.80 , $1.22B ,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",$6.58 , $113.77M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,$5.48 , $1.19B ,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",$18.40 , $111.02M ,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",$40.45 , $1.37B ,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf
APPN,Appian Corporation,$30.64 , $1.85B ,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn
AAPL,Apple Inc.,$164.34 , $833.86B ,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl
ARCI,"Appliance Recycling Centers of America, Inc.",$0.96 , $6.6M ,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
APDN,Applied DNA Sciences Inc,$1.48 , $44.57M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn
APDNW,Applied DNA Sciences Inc,$0.35 , n/a ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw
AGTC,Applied Genetic Technologies Corporation,$3.80 , $68.8M ,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",$49.55 , $52.2B ,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",$29.51 , $571.97M ,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi
AREX,Approach Resources Inc.,$2.98 , $257.81M ,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
APTI,"Apptio, Inc.",$25.02 , $1.01B ,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti
APRI,"Apricus Biosciences, Inc.",$2.73 , $41.54M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri
APVO,Aptevo Therapeutics Inc.,$3.27 , $70.07M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APTO,"Aptose Biosciences, Inc.",$2.81 , $80.09M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",$3.00 , $61.21M ,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",$2.55 , $22.68M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQXP,"Aquinox Pharmaceuticals, Inc.",$16.00 , $375.44M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,$1.36 , $20.6M ,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm
ARLZ,Aralez Pharmaceuticals Inc.,$1.75 , $116.99M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arlz
PETX,"Aratana Therapeutics, Inc.",$4.18 , $179.73M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx
ABUS,Arbutus Biopharma Corporation,$5.65 , $313.87M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",$1.95 , $35.7M ,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",$1.60 , $18.8M ,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",$4.45 ,"$474,850.60 ",2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,$33.00 , $846.02M ,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,$87.42 , $11.44B ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,$24.02 , n/a ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,$23.18 , n/a ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
APLP,"Archrock Partners, L.P.",$13.04 , $915.23M ,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aplp
FUV,"Arcimoto, Inc.",$3.04 , $48.25M ,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARCT,Arcturus Therapeutics Ltd.,$5.30 , $56.02M ,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",$5.80 , $275.7M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",$39.96 , $1.57B ,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,$15.91 , $6.78B ,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,$81.50 , $2.61B ,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
AGII,"Argo Group International Holdings, Ltd.",$58.70 , $1.74B ,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/agii
AGIIL,"Argo Group International Holdings, Ltd.",$25.29 , n/a ,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/agiil
ARGS,"Argos Therapeutics, Inc.",$1.48 ,"$327,698.64 ",2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/args
ARKR,Ark Restaurants Corp.,$25.70 , $88.32M ,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARMO,"ARMO BioSciences, Inc.",$38.95 , $1.14B ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/armo
ARTX,Arotech Corporation,$3.25 , $85.78M ,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",$1.61 , $140.25M ,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,$16.59 , $3.44B ,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,$24.75 , $4.63B ,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
DWCR,Arrow DWA Country Rotation ETF,$30.43 , $6.09M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,$11.57 , $8.1M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,$32.15 , $448.16M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",$5.16 , $447.82M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ASNS,"Arsanis, Inc.",$12.78 , $175.01M ,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ARTNA,Artesian Resources Corporation,$34.38 , $316.06M ,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art';s-Way Manufacturing Co., Inc.",$2.65 , $11.02M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ASNA,"Ascena Retail Group, Inc.",$2.02 , $396M ,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,$51.37 , $1.87B ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",$6.42 , $79.14M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,$2.56 , $35.43M ,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASML,ASML Holding N.V.,$185.24 , $79.17B ,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,$7.80 , $115.57M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",$73.03 , $5.25B ,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",$47.92 , $833.7M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",$11.10 , $73.52M ,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",$59.64 , $1.38B ,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,$40.42 , $1.13B ,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",$13.35 , $90.26M ,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,$2.98 , $12.24M ,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,$13.16 , $164.06M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",$8.47 , $83.01M ,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,$5.56 , $134.78M ,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",$45.05 , $1.38B ,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",$130.40 , $5.23B ,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",$15.29 , $886.75M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",$1.61 , $200.49M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
ATAC,Atlantic Acquisition Corp.,$9.91 , $58.2M ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/atac
ATACR,Atlantic Acquisition Corp.,$0.49 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/atacr
ATACU,Atlantic Acquisition Corp.,$10.36 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/atacu
AAME,Atlantic American Corporation,$3.25 , $66.43M ,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",$17.10 , $439.95M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,$10.22 , $158.96M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/acfc
AY,Atlantica Yield plc,$19.86 , $1.99B ,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,$2.21 , $33.87M ,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,$54.00 , $1.37B ,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",$18.45 , $221.97M ,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",$25.63 , n/a ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,$51.80 , $12.03B ,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",$53.78 , $861.37M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,$5.43 , $66.03M ,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,$0.61 , $19.49M ,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",$15.76 , $543.31M ,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,$561.25 , $1.04B ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,$6.72 , $139.23M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",$3.50 , $104.15M ,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",$37.50 , $136.64M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",$32.01 , $955.67M ,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,$7.58 , $245.68M ,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,$5.25 , $441.27M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,$0.33 , $16.26M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
ADSK,"Autodesk, Inc.",$109.79 , $24.18B ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",$111.82 , $49.57B ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",$7.41 , $96.68M ,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,$8.99 , $357.46M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
ATXI,"Avenue Therapeutics, Inc.",$3.76 , $38.6M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",$2.96 , $350.23M ,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVXS,"AveXis, Inc.",$114.26 , $3.65B ,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avxs
AVNW,"Aviat Networks, Inc.",$16.16 , $86.31M ,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",$3.22 , $145.59M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",$24.85 , $17.4M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",$4.75 , $195.63M ,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",$2.68 ,"$55,007.00 ",2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",$40.12 , $3.27B ,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,$9.90 , $383.63M ,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,$10.33 , n/a ,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,$0.38 , n/a ,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpaw
AWRE,"Aware, Inc.",$4.30 , $92.93M ,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",$23.35 , $748.32M ,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",$26.25 , $899.35M ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",$26.84 , $1.42B ,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXON          ,Axovant Sciences Ltd.,$1.81 , $195.1M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",$2.65 , $67.46M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,$8.00 , $311.13M ,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",$1.32 , $6.56M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",$3.06 , $35.54M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,$16.65 , $497.84M ,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",$18.75 , $496.27M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",$24.90 , n/a ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYL,"B. Riley Financial, Inc.",$25.79 , n/a ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",$25.14 , n/a ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,$2.03 , $6.57M ,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",$225.60 , $78.33B ,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,$71.90 , $2.3B ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",$23.10 , $347.35M ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",$22.70 , $341.34M ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",$3.20 , $569.8M ,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,$53.85 , $1.72B ,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,$28.36 , $28.36M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",$15.14 , $52.15M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,$19.88 , $350.31M ,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BOCH,Bank of Commerce Holdings (CA),$10.90 , $177.36M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,$67.15 , $464.78M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,$47.72 , $47.72M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,$19.05 , $94.93M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",$15.24 , $66.73M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,$49.56 , $6.35B ,1997,Finance,Major Banks,https://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,$15.73 , $282.49M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",$32.78 , $254.09M ,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,$53.04 , $1.75B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,$34.49 , $1.89B ,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,$61.63 , $4.47M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,$34.14 , $1.26M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBL,Barclays PLC,$75.08 , $4.35M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbl
DLBS,Barclays PLC,$20.65 , $19.47M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,$59.73 , $4.12M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,$37.20 , $9.32M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,$73.11 , $5.03M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,$22.22 , $63.03M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,$62.79 , $3M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,$32.86 , $4.39M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,$27.99 , $17.92M ,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,$10.53 , $29.32M ,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,$0.25 , n/a ,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,$10.40 , n/a ,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,$0.23 , n/a ,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacw
BBSI,"Barrett Business Services, Inc.",$64.67 , $472.11M ,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",$31.80 , $342.32M ,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
BYBK,"Bay Bancorp, Inc.",$12.65 , $135.58M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bybk
BCBP,"BCB Bancorp, Inc. (NJ)",$14.75 , $221.72M ,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",$54.43 , $3.7B ,2004,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
