Symbol,Name, LastSale , MarketCap ,IPOyear,Sector,Industry,StockUrl
MATR,Mattersight Corporation,$2.55 , $83.47M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/matr
MATW,Matthews International Corporation,$52.75 , $1.7B ,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",$58.34 , $16.41B ,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",$5.53 , $205.03M ,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl
MZOR,Mazor Robotics Ltd.,$59.21 , $1.55B ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,$40.44 , $3.39B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfi
MBFIO,MB Financial Inc.,$24.89 , n/a ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfio
MBFIP,MB Financial Inc.,$25.00 , $100M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfip
MCFT,"MCBC Holdings, Inc.",$24.30 , $453.9M ,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MGRC,McGrath RentCorp,$46.97 , $1.13B ,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,$8.93 , $445.67M ,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MFIN,Medallion Financial Corp.,$4.24 , $103.21M ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,$25.18 , n/a ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MTBC,"Medical Transcription Billing, Corp.",$3.67 , $42.32M ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",$25.89 , $24.06M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MNOV,"MediciNova, Inc.",$9.51 , $343.32M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",$62.48 , $3.66B ,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,$1.35 , $5.18M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDWD,MediWound Ltd.,$4.25 , $114.95M ,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",$37.53 , $1.33B ,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",$2.14 , $79.11M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MLCO,Melco Resorts & Entertainment Limited,$27.11 , $13.34B ,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLNT,"Melinta Therapeutics, Inc.",$12.45 , $390M ,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",$61.45 , $3.13B ,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",$20.00 , $52.01M ,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
MNLO,Menlo Therapeutics Inc.,$35.50 , $778.44M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
MTSL,MER Telemanagement Solutions Ltd.,$1.83 , $5.34M ,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",$366.51 , $16.18B ,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
MBWM,Mercantile Bank Corporation,$33.78 , $560.48M ,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,$12.75 , $828.97M ,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,$20.07 , $575.71M ,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MRCY,Mercury Systems Inc,$44.41 , $2.14B ,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
EBSB,"Meridian Bancorp, Inc.",$20.05 , $1.08B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
MRBK,Meridian Bank,$18.00 , $115.06M ,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
VIVO,Meridian Bioscience Inc.,$14.10 , $596.54M ,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
MRDN,"Meridian Waste Solutions, Inc",$0.98 , $13.53M ,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/mrdn
MRDNW,"Meridian Waste Solutions, Inc",$0.14 , n/a ,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/mrdnw
MMSI,"Merit Medical Systems, Inc.",$42.75 , $2.15B ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",$10.28 , $137.06M ,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",$14.86 , $338.12M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,$16.50 , $320.26M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MLAB,"Mesa Laboratories, Inc.",$130.95 , $495.4M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,$4.91 , $461.97M ,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",$108.00 , $1.05B ,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
MEOH,Methanex Corporation,$56.60 , $4.74B ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,$55.75 , $1.93B ,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",$83.41 , $1.4B ,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,$0.83 , $34.12M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,$80.81 , $18.94B ,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",$42.63 , $49.29B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MICT,"Micronet Enertec Technologies, Inc.",$1.10 , $9.5M ,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MICTW,"Micronet Enertec Technologies, Inc.",$0.07 , n/a ,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mictw
MSCC,Microsemi Corporation,$59.17 , $6.95B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,$89.83 , $691.67B ,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,$134.51 , $1.54B ,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",$1.19 , $93.53M ,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MPB,Mid Penn Bancorp,$31.60 , $193.42M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MTP,Midatech Pharma PLC,$0.99 , $30.24M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MCEP,"Mid-Con Energy Partners, LP",$1.62 , $48.75M ,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MBCN,Middlefield Banc Corp.,$49.00 , $157.67M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,$37.23 , $608.56M ,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
MSBI,"Midland States Bancorp, Inc.",$30.20 , $577.49M ,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MOFG,"MidWestOne Financial Group, Inc.",$31.16 , $380.76M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MIME,Mimecast Limited,$34.24 , $1.96B ,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MDXG,"MiMedx Group, Inc",$15.46 , $1.72B ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdxg
MNDO,MIND C.T.I. Ltd.,$2.79 , $53.82M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MB,"MINDBODY, Inc.",$31.70 , $1.48B ,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/mb
NERV,"Minerva Neurosciences, Inc",$5.60 , $216.72M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",$5.50 , $122.7M ,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",$28.15 , $712.23M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",$10.20 , $95.89M ,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",$3.43 , $41.47M ,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",$22.80 , n/a ,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp
MITK,"Mitek Systems, Inc.",$7.50 , $261.77M ,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,$8.29 , $995.54M ,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/mitl
MKSI,"MKS Instruments, Inc.",$101.80 , $5.53B ,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi
MMAC,"MMA Capital Management, LLC",$28.40 , $156.93M ,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac
MINI,"Mobile Mini, Inc.",$41.20 , $1.83B ,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
MOBL,"MobileIron, Inc.",$4.75 , $456.27M ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
MMDM,Modern Media Acquisition Corp.,$9.82 , $254.09M ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdm
MMDMR,Modern Media Acquisition Corp.,$0.38 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmr
MMDMU,Modern Media Acquisition Corp.,$10.50 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmu
MMDMW,Modern Media Acquisition Corp.,$0.50 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmw
MLNK,"ModusLink Global Solutions, Inc",$2.20 , $122.23M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mlnk
MTEM,"Molecular Templates, Inc.",$8.66 , $232.91M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem
MBRX,"Moleculin Biotech, Inc.",$1.77 , $37.41M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx
MNTA,"Momenta Pharmaceuticals, Inc.",$16.00 , $1.22B ,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
MOMO,Momo Inc.,$28.29 , $5.62B ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MCRI,"Monarch Casino & Resort, Inc.",$43.15 , $763.78M ,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri
MDLZ,"Mondelez International, Inc.",$42.80 , $63.66B ,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",$11.16 , $605.22M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi
MDB,"MongoDB, Inc.",$28.15 , $1.42B ,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
MPWR,"Monolithic Power Systems, Inc.",$109.97 , $4.58B ,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,$23.10 , $964.06M ,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type
MNRO,"Monro, Inc. ",$52.10 , $1.71B ,1991,Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,$13.57 , $274.66M ,2012,n/a,n/a,https://www.nasdaq.com/symbol/mrcc
MNST,Monster Beverage Corporation,$63.39 , $35.75B ,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst
MORN,"Morningstar, Inc.",$94.91 , $4.04B ,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn
MOSY,"MoSys, Inc.",$1.19 , $9.6M ,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
MTFB,Motif Bio plc,$9.80 , $129.36M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb
MTFBW,Motif Bio plc,$4.40 , n/a ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw
MPAA,"Motorcar Parts of America, Inc.",$22.60 , $431.07M ,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa
MOTS,"Motus GI Holdings, Inc.", n/a , n/a ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots
MPVD,Mountain Province Diamonds Inc.,$2.70 , $432.68M ,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mpvd
MOXC,"Moxian, Inc.",$3.55 , $237.87M ,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc
MSBF,MSB Financial Corp.,$17.75 , $102.39M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
MTECU,MTech Acquisition Corp.,$10.05 , n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mtecu
MTGE,MTGE Investment Corp.,$17.25 , $790.01M ,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mtge
MTGEP,MTGE Investment Corp.,$25.65 , $51.3M ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mtgep
MTSC,MTS Systems Corporation,$48.10 , $856.5M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc
MUDSU,Mudrick Capital Acquisition Corporation,$10.02 , n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu
LABL,Multi-Color Corporation,$66.80 , $1.37B ,1987,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl
MBIO,"Mustang Bio, Inc.",$10.94 , $286.98M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbio
MFSF,MutualFirst Financial Inc.,$35.00 , $258.63M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf
MVBF,MVB Financial Corp.,$19.55 , $204.19M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf
MYSZ,"My Size, Inc.",$1.41 , $40.63M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz
MYL,Mylan N.V.,$40.41 , $21.68B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl
MYND,"MYnd Analytics, Inc.",$2.21 , $9.64M ,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mynd
MYNDW,"MYnd Analytics, Inc.",$0.33 , n/a ,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw
MYOK,"MyoKardia, Inc.",$50.55 , $1.81B ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok
MYOS,MYOS RENS Technology Inc.,$1.25 , $7.93M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos
MYRG,"MYR Group, Inc.",$33.62 , $553.45M ,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/myrg
MYGN,"Myriad Genetics, Inc.",$33.05 , $2.31B ,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn
NBRV,Nabriva Therapeutics plc,$5.72 , $209.88M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv
NAKD,Naked Brand Group Inc.,$1.51 , $15.64M ,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/nakd
NNDM,Nano Dimension Ltd.,$2.93 , $36.35M ,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm
NANO,Nanometrics Incorporated,$25.79 , $660.09M ,1984,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nano
NSTG,"NanoString Technologies, Inc.",$6.65 , $168.8M ,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg
NAOV,"NanoVibronix, Inc.",$4.60 , $17.36M ,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov
NH,"NantHealth, Inc.",$2.99 , $323.91M ,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh
NK,"NantKwest, Inc.",$4.44 , $352.78M ,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk
NSSC,"NAPCO Security Technologies, Inc.",$9.45 , $176.8M ,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc
NDAQ,"Nasdaq, Inc.",$78.50 , $13.05B ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq
NTRA,"Natera, Inc.",$9.24 , $496.83M ,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ntra
NATH,"Nathan';s Famous, Inc.",$66.80 , $279.53M ,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nath
NAUH,"National American University Holdings, Inc.",$1.14 , $27.71M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nauh
NKSH,"National Bankshares, Inc.",$38.40 , $267.19M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nksh
FIZZ,National Beverage Corp.,$96.73 , $4.51B ,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fizz
NCMI,"National CineMedia, Inc.",$6.96 , $546.37M ,2007,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi
NCOM,National Commerce Corporation,$43.80 , $752.38M ,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/ncom
NESR,National Energy Services Reunited Corp.,$9.93 , $284.39M ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/nesr
NESRW,National Energy Services Reunited Corp.,$1.00 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/nesrw
NGHC,National General Holdings Corp,$18.97 , $2.02B ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghc
NGHCN,National General Holdings Corp,$23.81 , n/a ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn
NGHCO,National General Holdings Corp,$23.62 , n/a ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco
NGHCP,National General Holdings Corp,$23.70 , $52.14M ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcp
NGHCZ,National General Holdings Corp,$24.47 , n/a ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz
NHLD,National Holdings Corporation,$4.64 , $57.71M ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld
NHLDW,National Holdings Corporation,$1.58 , n/a ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw
NATI,National Instruments Corporation,$47.49 , $6.21B ,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
NRCIA,National Research Corporation,$35.30 , $864.25M ,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrcia
NRCIB,National Research Corporation,$55.35 , $1.36B ,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrcib
NSEC,"National Security Group, Inc.",$15.95 , $40.23M ,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec
EYE,"National Vision Holdings, Inc.",$34.57 , $2.58B ,2017,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye
NWLI,"National Western Life Group, Inc.",$296.21 , $1.08B ,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",$11.73 , $87.17M ,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii
NHTC,Natural Health Trends Corp.,$15.94 , $180.79M ,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc
NATR,"Nature';s Sunshine Products, Inc.",$11.20 , $211.7M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,$30.50 , $950.2M ,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/baby
JSM,Navient Corporation,$21.75 , n/a ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm
NAVI,Navient Corporation,$13.60 , $3.58B ,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/navi
NBTB,NBT Bancorp Inc.,$35.61 , $1.55B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbtb
NCSM,"NCS Multistage Holdings, Inc.",$14.53 , $638.04M ,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm
NEBUU,Nebula Acquisition Corporation,$9.98 , n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu
NKTR,Nektar Therapeutics,$75.66 , $11.91B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr
NMRD,Nemaura Medical Inc.,$5.35 , $362.07M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nmrd
NEOG,Neogen Corporation,$56.61 , $2.92B ,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",$7.35 , $591.01M ,n/a,Health Care,Precision Instruments,https://www.nasdaq.com/symbol/neo
NEON,Neonode Inc.,$0.48 , $28.13M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon
NEOS,"Neos Therapeutics, Inc.",$9.50 , $275.47M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos
NVCN,Neovasc Inc.,$0.33 , $32.84M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcn
NEPT,Neptune Technologies & Bioresources Inc,$3.25 , $255.77M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nept
UEPS,"Net 1 UEPS Technologies, Inc.",$9.61 , $546.16M ,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ueps
NETE,"Net Element, Inc.",$6.56 , $23.02M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",$58.74 , $15.67B ,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
NTES,"NetEase, Inc.",$300.11 , $39.39B ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes
NFLX,"Netflix, Inc.",$258.27 , $112.08B ,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx
NTGR,"NETGEAR, Inc.",$59.05 , $1.86B ,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr
NLST,"Netlist, Inc.",$0.28 , $19.79M ,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/nlst
NTCT,"NetScout Systems, Inc.",$26.85 , $2.34B ,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,$4.60 , $52.13M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
CUR,"Neuralstem, Inc.",$1.52 , $23.02M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur
NBIX,"Neurocrine Biosciences, Inc.",$83.69 , $7.41B ,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",$1.40 , $10M ,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",$0.04 , n/a ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow
NTRP,"Neurotrope, Inc.",$8.41 , $66.4M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
NBEV,New Age Beverages Corporation,$3.32 , $114.92M ,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev
NYMT,"New York Mortgage Trust, Inc.",$5.57 , $623.03M ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt
NYMTN,"New York Mortgage Trust, Inc.",$23.42 , n/a ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtn
NYMTO,"New York Mortgage Trust, Inc.",$23.63 , n/a ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto
NYMTP,"New York Mortgage Trust, Inc.",$23.10 , n/a ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp
NEWA,"Newater Technology, Inc.",$11.54 , $122.31M ,2017,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/newa
NLNK,NewLink Genetics Corporation,$6.56 , $243.23M ,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nlnk
NMRK,"Newmark Group, Inc.",$15.30 , $2.32B ,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/nmrk
NWS,News Corporation,$16.55 , $9.64B ,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws
NWSA,News Corporation,$16.22 , $9.45B ,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa
NEWT,Newtek Business Services Corp.,$17.37 , $312.73M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newt
